"","PERSON_ID","DISPLAY_LAST_COMMA_FIRST","DISPLAY_FIRST_LAST","ROSTERSTATUS","FROM_YEAR","TO_YEAR","PLAYERCODE","PLAYER_SLUG","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","TEAM_CODE","TEAM_SLUG","GAMES_PLAYED_FLAG","OTHERLEAGUE_EXPERIENCE_CH"
"3301","1628419","Oliver, Cameron","Cameron Oliver","0","2020","2021","cameron_oliver","cameron_oliver","0","","","","",NA,"Y","11"
"3302","2352","Oliver, Dean","Dean Oliver","0","2001","2002","dean_oliver","dean_oliver","0","","","","",NA,"Y","00"
"3303","1429","Oliver, Jimmy","Jimmy Oliver","0","1991","1998","jimmy_oliver","jimmy_oliver","0","","","","",NA,"Y","00"
"3304","1563","Ollie, Kevin","Kevin Ollie","0","1997","2009","kevin_ollie","kevin_ollie","0","","","","",NA,"Y","00"
"3305","77764","Ollrich, Gene","Gene Ollrich","0","1949","1949","HISTADD_moe_ollrich","gene_ollrich","0","","","","",NA,"Y","00"
"3306","1709","Olowokandi, Michael","Michael Olowokandi","0","1998","2006","michael_olowokandi","michael_olowokandi","0","","","","",NA,"Y","00"
"3307","77765","Olsen, Enoch","Enoch Olsen","0","1962","1968","HISTADD_bud_olsen","enoch_olsen","0","","","","",NA,"Y","00"
"3308","203482","Olynyk, Kelly","Kelly Olynyk","1","2013","2023","kelly_olynyk","kelly_olynyk","1610612762","Utah","Jazz","UTA","jazz","jazz","Y","00"
"3309","1630647","Omoruyi, Eugene","Eugene Omoruyi","1","2021","2023","eugene_omoruyi","eugene_omoruyi","1610612765","Detroit","Pistons","DET","pistons","pistons","Y","11"
"3310","1641861","Ongenda, Nick","Nick Ongenda","0","2023","2023","nick_ongenda","nick_ongenda","0","","","","",NA,"N","00"
"3311","1629671","Oni, Miye","Miye Oni","0","2019","2021","miye_oni","miye_oni","0","","","","",NA,"Y","01"
"3312","202620","Onuaku, Arinze","Arinze Onuaku","0","2013","2016","arinze_onuaku","arinze_onuaku","0","","","","",NA,"Y","01"
"3313","1627778","Onuaku, Chinanu","Chinanu Onuaku","0","2016","2017","chinanu_onuaku","chinanu_onuaku","0","","","","",NA,"Y","01"
"3314","77768","Orms, Barry","Barry Orms","0","1968","1968","HISTADD_barry_orms","barry_orms","0","","","","",NA,"Y","00"
"3315","77769","Orr, Johnny","Johnny Orr","0","1949","1949","HISTADD_johnny_orr","johnny_orr","0","","","","",NA,"Y","00"
"3316","77770","Orr, Louis","Louis Orr","0","1980","1987","HISTADD_louis_orr","louis_orr","0","","","","",NA,"Y","00"
"3317","77771","Ortiz, Jose","Jose Ortiz","0","1988","1989","HISTADD_jose_ortiz","jose_ortiz","0","","","","",NA,"Y","00"
"3318","202350","Orton, Daniel","Daniel Orton","0","2010","2013","daniel_orton","daniel_orton","0","","","","",NA,"Y","01"
"3319","77772","Osborne, Chuck","Chuck Osborne","0","1961","1961","HISTADD_chuck_osborne","chuck_osborne","0","","","","",NA,"Y","00"
"3320","1626224","Osman, Cedi","Cedi Osman","1","2017","2023","cedi_osman","cedi_osman","1610612739","Cleveland","Cavaliers","CLE","cavaliers","cavaliers","Y","01"
"3321","77775","Osterkorn, Wally","Wally Osterkorn","0","1951","1954","HISTADD_wally_osterkorn","wally_osterkorn","0","","","","",NA,"Y","00"
"3322","731","Ostertag, Greg","Greg Ostertag","0","1995","2005","greg_ostertag","greg_ostertag","0","","","","",NA,"Y","01"
"3323","77777","Othick, Matt","Matt Othick","0","1992","1992","HISTADD_matt_othick","matt_othick","0","","","","",NA,"Y","00"
"3324","77778","Otten, Don","Don Otten","0","1949","1952","HISTADD_don_otten","don_otten","0","","","","",NA,"Y","00"
